genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count,genres
"[10749, 18]",537915,en,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",172.097,2019-04-11,After,7.1,7638,"Romance, Drama"
"[28, 53]",717930,en,"After his mission is exposed, an undercover CIA operative stuck deep in hostile territory in Afghanistan must fight his way out, alongside his Afghan translator, to an extraction point in Kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.",178.207,2023-05-25,Kandahar,6.1,148,"Action, Thriller"
[35],829051,en,"Encouraged by his fiancee, a man and his father spend the weekend with her wealthy and exceedingly eccentric family. The gathering soon develops into a culture clash, allowing father and son to discover the true meaning of family.",174.248,2023-05-25,About My Father,6.1,50,Comedy
"[14, 28, 12]",453395,en,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",174.144,2022-05-04,Doctor Strange in the Multiverse of Madness,7.4,7604,"Fantasy, Action, Adventure"
"[16, 10751, 14]",10144,en,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,171.898,1989-11-17,The Little Mermaid,7.4,7142,"Animation, Family, Fantasy"
"[28, 878, 27]",345940,en,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",171.631,2018-08-09,The Meg,6.2,6525,"Action, Science Fiction, Horror"
"[12, 14]",671,en,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",170.664,2001-11-16,Harry Potter and the Philosopher's Stone,7.9,24917,"Adventure, Fantasy"
"[28, 878]",1033219,en,"As viable water is depleted on Earth, a mission is sent to Saturn's moon Titan to retrieve sustainable H2O reserves from its alien inhabitants. But just as the humans acquire the precious resource, they are attacked by Titan rebels, who don't trust that the Earthlings will leave in peace.",170.502,2022-09-30,Attack on Titan,6.0,150,"Action, Science Fiction"
"[35, 27, 14]",649609,en,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",169.833,2023-04-07,Renfield,6.8,712,"Comedy, Horror, Fantasy"
[18],785084,en,A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,168.269,2022-12-09,The Whale,8.0,2514,Drama
"[16, 12, 35, 14]",585511,en,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",148.389,2022-08-05,Luck,7.9,1328,"Animation, Adventure, Comedy, Fantasy"
"[28, 35, 10749]",758009,en,"Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning in this hilarious, adrenaline-fueled adventure as Darcy and Tom must save their loved ones—if they don’t kill each other first.",147.388,2022-12-28,Shotgun Wedding,6.3,875,"Action, Comedy, Romance"
[27],981324,en,A group of people go to the legendary Island of the Dolls to learn the deadly truth.,163.715,2023-01-13,Island of the Dolls,5.3,31,Horror
"[18, 36]",381284,en,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",139.039,2016-12-10,Hidden Figures,8.1,8744,"Drama, History"
"[28, 18, 53]",254128,en,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",225.935,2015-05-27,San Andreas,6.2,7690,"Action, Drama, Thriller"
"[80, 28, 53]",1129956,en,"When an undercover cop is tasked with investigating a historic gold heist in Johannesburg, he’s forced to choose between his conscience and the law.",159.722,2023-06-23,iNumber Number: Jozi Gold,6.3,6,"Crime, Action, Thriller"
"[10749, 18]",744275,en,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",143.685,2021-09-01,After We Fell,7.1,2206,"Romance, Drama"
"[27, 53, 9648]",631842,en,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",158.304,2023-02-01,Knock at the Cabin,6.4,1586,"Horror, Thriller, Mystery"
"[27, 9648, 53]",423108,en,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",218.49,2021-05-25,The Conjuring: The Devil Made Me Do It,7.5,5146,"Horror, Mystery, Thriller"
"[12, 14, 10751]",674,en,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",155.853,2005-11-16,Harry Potter and the Goblet of Fire,7.8,18926,"Adventure, Fantasy, Family"
"[10770, 53]",971530,en,"After a car accident leaves her boyfriend in a coma, April’s panic attacks return and make her life a living hell. However, once she accepts the kindness of a stranger trying to help her, she realizes that he might not be the stranger she thought he is.",155.71,2023-01-23,A Deadly Mistake,6.1,18,"TV Movie, Thriller"
"[10749, 35]",561717,en,"After a high-profile firing, Jenna’s fashion career comeback hits a snag when she falls for a charming, much younger coworker — who happens to be her boss’s son. As sparks fly, Jenna must decide if she’ll risk it all on a secret romance.",216.706,2023-06-23,The Perfect Find,6.4,19,"Romance, Comedy"
"[10752, 36, 28]",1037644,en,"On July 7, 1944, a U.S. Army hospital on the remote island of Saipan is overrun by Japanese forces during a relentless attack. Outgunned and surrounded by the enemy, a lone medic puts it all on the line to lead a band of wounded soldiers to safety.",153.371,2022-11-25,Battle for Saipan,5.8,48,"War, History, Action"
"[16, 10751, 35, 14]",508947,en,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",152.476,2022-03-10,Turning Red,7.5,4264,"Animation, Family, Comedy, Fantasy"
"[878, 12, 28]",283995,en,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,151.949,2017-04-19,Guardians of the Galaxy Vol. 2,7.6,19963,"Science Fiction, Adventure, Action"
"[36, 18]",943822,en,"At the turn of the 19th century, Pugilism was the sport of kings and a gifted young boxer fought his way to becoming champion of England.",131.059,2022-06-30,Prizefighter: The Life of Jem Belcher,6.3,139,"History, Drama"
"[28, 12, 878]",335988,en,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",149.833,2017-06-16,Transformers: The Last Knight,6.1,5579,"Action, Adventure, Science Fiction"
"[27, 9648, 53]",406563,en,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",208.391,2018-01-03,Insidious: The Last Key,6.2,2462,"Horror, Mystery, Thriller"
"[28, 9648, 878, 53]",198663,en,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",119.333,2014-09-10,The Maze Runner,7.2,15677,"Action, Mystery, Science Fiction, Thriller"
